Report ID,Ticket Open Time,Ticket Resp Time,Issue Res Time,Operator,Manager,Channel,State,Service Name,Fault Type,response_seconds,resolution_minutes,resolution_category
AXA-20201214-6056-C100,2020-12-14 15:12:00,2020-12-14 15:18:15,2020-12-14 20:39:21,Jennifer,Kerry,Social Media,EKITI,Cloud100,Routine Service,375.0,321.1,Critical
AXA-20201227-3405-WiFi8,2020-12-27 10:24:03,2020-12-27 10:28:22,2020-12-27 15:49:25,Ore,Seun,WebForm,ANAMBRA,WiFI - 8,Line damage,259.0,321.05,Critical
AXA-20201215-4489-VOICE,2020-12-15 12:18:23,2020-12-15 12:21:30,2020-12-15 17:42:32,Ore,Seun,Social Media,ANAMBRA,Voice,Not Specified,187.0,321.03333333333336,Critical
AXA-20201204-2939-WiFi4,2020-12-04 10:55:10,2020-12-04 10:57:32,2020-12-04 16:18:19,Bola,Victor,Social Media,KWARA,WiFI - 4,Line damage,142.0,320.78333333333336,Critical
AXA-20201220-2804-WiFi8,2020-12-20 12:22:30,2020-12-20 12:30:36,2020-12-20 17:51:22,Jonathan,Kerry,Email,KATSINA,WiFI - 8,Customers End,486.0,320.76666666666665,Critical
AXA-20201217-3320-WiFi7,2020-12-17 08:19:43,2020-12-17 08:26:12,2020-12-17 13:46:55,Amelia,Kerry,Chatbot,SOKOTO,WiFI - 7,Routine Service,389.0,320.71666666666664,Critical
AXA-20201210-4251-WiFi6,2020-12-10 13:27:18,2020-12-10 13:31:36,2020-12-10 18:52:12,Sherifat,Victor,WebForm,RIVERS,WiFI - 6,Line damage,258.0,320.6,Critical
AXA-20201230-1525-HSE,,2020-12-30 13:17:13,2020-12-30 18:37:49,John,Victor,Social Media,PLATEAU,High speed Internet,Customers End,,320.6,Critical
AXA-20201219-3669-HSE,2020-12-19 15:58:41,2020-12-19 16:02:15,2020-12-19 21:22:49,Amelia,Kerry,Social Media,RIVERS,High speed Internet,Customers End,214.0,320.56666666666666,Critical
AXA-20201225-4944-WiFi7,2020-12-25 13:23:37,2020-12-25 13:30:11,2020-12-25 18:50:41,Jonathan,Kerry,Chatbot,DELTA,WiFI - 7,Customers End,394.0,320.5,Critical
AXA-20201216-2186-MAC,2020-12-16 08:50:38,2020-12-16 08:53:14,2020-12-16 14:13:41,Brenda,Kerry,WebForm,DELTA,Metro Area Connect,Customers End,156.0,320.45,Critical
AXA-20201205-4455-C100,2020-12-05 14:26:01,2020-12-05 14:28:49,2020-12-05 19:49:14,Paul,Seun,Social Media,YOBE,Cloud100,Support network failures,168.0,320.4166666666667,Critical
AXA-20201224-3328-WiFi9,2020-12-24 11:04:51,2020-12-24 11:07:24,2020-12-24 16:27:46,Bola,Victor,Social Media,NASARAWA,WiFI - 9,Customers End,153.0,320.3666666666667,Critical
AXA-20201229-1634-HSE,,2020-12-29 19:16:36,2020-12-30 00:36:57,Kola,Wale,Social Media,AKWA IBOM,High speed Internet,Customers End,,320.35,Critical
AXA-20201227-3574-WiFi5,2020-12-27 10:58:57,2020-12-27 11:09:24,2020-12-27 16:29:38,Amelia,Kerry,USSD,DELTA,WiFI - 5,hardware failure,627.0,320.23333333333335,Critical
AXA-20201229-1797-HSE,,2020-12-29 14:55:22,2020-12-29 20:15:33,Myers,Kerry,Social Media,OYO,High speed Internet,Line damage,,320.18333333333334,Critical
AXA-20201219-5400-WiFi8,2020-12-19 15:35:29,2020-12-19 15:43:47,2020-12-19 21:03:55,Kingsley,Kerry,WebForm,NASARAWA,WiFI - 8,Customers End,498.0,320.1333333333333,Critical
AXA-20201202-5441-WiFi8,2020-12-02 13:58:33,2020-12-02 14:07:41,2020-12-02 19:27:28,Goodluck,Kerry,Phone Call,YOBE,WiFI - 8,Not Specified,548.0,319.78333333333336,Critical
AXA-20201207-2567-C100,2020-12-07 09:53:43,2020-12-07 09:56:26,2020-12-07 15:16:08,Mary,Wale,Social Media,SOKOTO,Cloud100,Customers End,163.0,319.7,Critical
AXA-20201217-2913-WiFi5,2020-12-17 13:25:02,2020-12-17 13:34:41,2020-12-17 18:54:21,Habeeb,Victor,Chatbot,ONDO,WiFI - 5,Line damage,579.0,319.6666666666667,Critical
AXA-20201208-5519-ICS,2020-12-08 14:18:03,2020-12-08 14:28:50,2020-12-08 19:48:28,Sheg,Seun,Chatbot,IMO,Interconnection Services,Customers End,647.0,319.6333333333333,Critical
AXA-20201216-2262-C95,2020-12-16 14:01:50,2020-12-16 14:09:19,2020-12-16 19:28:46,Goodluck,Kerry,Social Media,OYO,Cloud95,Routine Service,449.0,319.45,Critical
AXA-20201219-4854-HSE,2020-12-19 11:02:47,2020-12-19 11:03:56,2020-12-19 16:23:17,Sherifat,Victor,WebForm,NIGER,High speed Internet,Routine Service,69.0,319.35,Critical
AXA-20201229-1929-HSE,,2020-12-29 20:29:27,2020-12-30 01:48:44,Goodluck,Kerry,Social Media,ENUGU,High speed Internet,Customers End,,319.28333333333336,Critical
AXA-20201212-4016-WiFi11,2020-12-12 13:19:31,2020-12-12 13:20:03,2020-12-12 18:39:18,Habeeb,Victor,WebForm,KADUNA,WiFI - 11,Line damage,32.0,319.25,Critical
AXA-20201220-4794-WLESS,2020-12-20 11:24:57,2020-12-20 11:25:03,2020-12-20 16:44:17,Sheg,Seun,WebForm,GOMBE,Wireless,Traffic Spikes,6.0,319.23333333333335,Critical
AXA-20201229-1759-WLESS,,2020-12-29 20:16:20,2020-12-30 01:35:32,Sheg,Seun,Social Media,ENUGU,Wireless,Customers End,,319.2,Critical
AXA-20201230-1609-WLESS,,2020-12-30 12:11:32,2020-12-30 17:30:43,Habeeb,Victor,Social Media,DELTA,Wireless,Customers End,,319.18333333333334,Critical
AXA-20201221-2280-HSE,2020-12-21 08:35:04,2020-12-21 08:35:31,2020-12-21 13:54:40,Bola,Victor,Social Media,KEBBI,High speed Internet,Customers End,27.0,319.15,Critical
AXA-20201211-5445-WLESS,2020-12-11 15:12:15,2020-12-11 15:12:51,2020-12-11 20:31:59,John,Victor,Chatbot,ANAMBRA,Wireless,Customers End,36.0,319.1333333333333,Critical
AXA-20201222-4532-WiFi9,2020-12-22 15:57:51,2020-12-22 16:07:09,2020-12-22 21:26:15,Jonathan,Kerry,Email,OSUN,WiFI - 9,Not Specified,558.0,319.1,Critical
AXA-20201206-3964-HSE,2020-12-06 10:21:09,2020-12-06 10:23:52,2020-12-06 15:42:57,Jennifer,Kerry,Chatbot,BORNO,High speed Internet,Support network failures,163.0,319.0833333333333,Critical
AXA-20201218-4033-C100,2020-12-18 14:54:11,2020-12-18 15:03:22,2020-12-18 20:22:06,Paul,Seun,Email,LAGOS,Cloud100,hardware failure,551.0,318.73333333333335,Critical
AXA-20201209-2798-MCON,2020-12-09 15:55:37,2020-12-09 16:01:10,2020-12-09 21:19:50,Ore,Seun,Email,BORNO,M Connect,Routine Service,333.0,318.6666666666667,Critical
AXA-20201220-4644-HSE,2020-12-20 11:13:51,2020-12-20 11:23:31,2020-12-20 16:42:03,Sekina,Victor,Email,KANO,High speed Internet,Support network failures,580.0,318.53333333333336,Critical
AXA-20201204-5173-MCON,2020-12-04 10:13:03,2020-12-04 10:16:42,2020-12-04 15:35:13,Atiku,Victor,Email,ENUGU,M Connect,Customers End,219.0,318.51666666666665,Critical
AXA-20201231-1474-WLESS,,2020-12-31 17:31:14,2020-12-31 22:49:44,Akin,Wale,Social Media,ZAMFARA,Wireless,Customers End,,318.5,Critical
AXA-20201209-5531-WiFi5,2020-12-09 12:12:25,2020-12-09 12:19:08,2020-12-09 17:37:36,Ore,Seun,WebForm,LAGOS,WiFI - 5,Customers End,403.0,318.46666666666664,Critical
AXA-20201220-2256-MAC,2020-12-20 12:38:17,2020-12-20 12:48:22,2020-12-20 18:06:47,John,Victor,USSD,ANAMBRA,Metro Area Connect,Not Specified,605.0,318.4166666666667,Critical
AXA-20201218-3979-WiFi6,2020-12-18 12:47:02,2020-12-18 12:47:09,2020-12-18 18:05:33,Segun,Seun,Social Media,ENUGU,WiFI - 6,Customers End,7.0,318.4,Critical
AXA-20201211-2651-WLESS,2020-12-11 08:09:02,2020-12-11 08:11:38,2020-12-11 13:30:01,Jonathan,Kerry,WebForm,NIGER,Wireless,Not Specified,156.0,318.3833333333333,Critical
AXA-20201202-5991-WiFi4,2020-12-02 11:52:19,2020-12-02 11:57:55,2020-12-02 17:16:18,John,Victor,WebForm,GOMBE,WiFI - 4,Customers End,336.0,318.3833333333333,Critical
AXA-20201223-2172-WLESS,2020-12-23 09:49:31,2020-12-23 09:54:55,2020-12-23 15:13:12,Sherifat,Victor,Chatbot,BORNO,Wireless,Not Specified,324.0,318.28333333333336,Critical
AXA-20201213-5169-ICS,2020-12-13 09:11:00,2020-12-13 09:15:47,2020-12-13 14:34:04,Habeeb,Victor,USSD,LAGOS,Interconnection Services,Support network failures,287.0,318.28333333333336,Critical
AXA-20201222-6034-MAC,2020-12-22 10:11:15,2020-12-22 10:15:44,2020-12-22 15:34:00,Sekina,Victor,WebForm,ADAMAWA,Metro Area Connect,Customers End,269.0,318.26666666666665,Critical
AXA-20201205-5936-WLESS,2020-12-05 11:02:35,2020-12-05 11:04:11,2020-12-05 16:22:27,John,Victor,USSD,KEBBI,Wireless,Customers End,96.0,318.26666666666665,Critical
AXA-20201202-4511-HSE,2020-12-02 11:31:49,2020-12-02 11:42:08,2020-12-02 17:00:23,Atiku,Victor,Chatbot,DELTA,High speed Internet,Not Specified,619.0,318.25,Critical
AXA-20201224-3807-WiFi6,2020-12-24 08:01:25,2020-12-24 08:11:04,2020-12-24 13:29:18,Sherifat,Victor,Phone Call,KADUNA,WiFI - 6,Customers End,579.0,318.23333333333335,Critical
AXA-20201209-2189-C95,2020-12-09 12:39:53,2020-12-09 12:48:37,2020-12-09 18:06:49,Atiku,Victor,Phone Call,OYO,Cloud95,Customers End,524.0,318.2,Critical
AXA-20201220-5307-C95,2020-12-20 14:36:05,2020-12-20 14:45:34,2020-12-20 20:03:45,Sherifat,Victor,WebForm,OGUN,Cloud95,Customers End,569.0,318.18333333333334,Critical
AXA-20201220-4741-HSE,2020-12-20 11:08:43,2020-12-20 11:18:11,2020-12-20 16:36:19,Kingsley,Kerry,Email,ONDO,High speed Internet,Customers End,568.0,318.1333333333333,Critical
AXA-20201221-4949-WiFi9,2020-12-21 08:47:22,2020-12-21 08:48:06,2020-12-21 14:06:12,Sola,Wale,USSD,BORNO,WiFI - 9,Line damage,44.0,318.1,Critical
AXA-20201207-2404-MCON,2020-12-07 13:05:42,2020-12-07 13:08:49,2020-12-07 18:26:54,Amelia,Kerry,Chatbot,OGUN,M Connect,Line damage,187.0,318.0833333333333,Critical
AXA-20201226-5260-WiFi5,2020-12-26 15:21:42,2020-12-26 15:30:47,2020-12-26 20:48:50,Vitus,Seun,Chatbot,OYO,WiFI - 5,Customers End,545.0,318.05,Critical
AXA-20201225-3827-MAC,2020-12-25 12:15:20,2020-12-25 12:16:05,2020-12-25 17:33:49,Tunde,Victor,Chatbot,OYO,Metro Area Connect,Customers End,45.0,317.73333333333335,Critical
AXA-20201230-1419-CBS,,2020-12-30 23:47:20,2020-12-31 05:05:03,Jonathan,Kerry,Social Media,OSUN,Cloud-based services,Customers End,,317.71666666666664,Critical
AXA-20201207-2099-WiFi4,2020-12-07 14:33:02,2020-12-07 14:35:10,2020-12-07 19:52:51,Goodluck,Kerry,USSD,KADUNA,WiFI - 4,Not Specified,128.0,317.68333333333334,Critical
AXA-20201222-5276-WiFi7,2020-12-22 12:17:00,2020-12-22 12:23:20,2020-12-22 17:41:00,Jennifer,Kerry,Social Media,KATSINA,WiFI - 7,Customers End,380.0,317.6666666666667,Critical
AXA-20201224-5486-HSE,2020-12-24 15:51:26,2020-12-24 15:54:58,2020-12-24 21:12:38,Sekina,Victor,Social Media,DELTA,High speed Internet,Customers End,212.0,317.6666666666667,Critical
AXA-20201230-1956-WLESS,,2020-12-30 22:58:24,2020-12-31 04:16:03,Habeeb,Victor,Social Media,ENUGU,Wireless,Customers End,,317.65,Critical
AXA-20201207-2091-CBS,2020-12-07 10:43:12,2020-12-07 10:43:54,2020-12-07 16:01:28,Atiku,Victor,USSD,NIGER,Cloud-based services,Customers End,42.0,317.56666666666666,Critical
AXA-20201225-3896-C95,2020-12-25 13:14:03,2020-12-25 13:15:18,2020-12-25 18:32:49,Sekina,Victor,Phone Call,KANO,Cloud95,Customers End,75.0,317.51666666666665,Critical
AXA-20201209-4117-VOICE,2020-12-09 12:14:31,2020-12-09 12:18:00,2020-12-09 17:35:30,Jonathan,Kerry,USSD,ZAMFARA,Voice,Customers End,209.0,317.5,Critical
AXA-20201202-3312-WiFi11,2020-12-02 09:36:50,2020-12-02 09:46:55,2020-12-02 15:04:23,Habeeb,Victor,Social Media,BENUE,WiFI - 11,Customers End,605.0,317.46666666666664,Critical
AXA-20201213-3462-WiFi8,2020-12-13 12:47:35,2020-12-13 12:47:59,2020-12-13 18:05:27,Sherifat,Victor,Email,NASARAWA,WiFI - 8,Customers End,24.0,317.46666666666664,Critical
AXA-20201206-5003-HSE,2020-12-06 08:33:17,2020-12-06 08:40:34,2020-12-06 13:57:49,Jennifer,Kerry,Social Media,BORNO,High speed Internet,Customers End,437.0,317.25,Critical
AXA-20201207-3841-WiFi4,2020-12-07 12:11:07,2020-12-07 12:15:28,2020-12-07 17:32:42,Jonathan,Kerry,WebForm,OYO,WiFI - 4,Router Failure,261.0,317.23333333333335,Critical
AXA-20201230-1549-HSE,,2020-12-30 08:34:13,2020-12-30 13:51:21,Tunde,Victor,Social Media,EKITI,High speed Internet,Line damage,,317.1333333333333,Critical
AXA-20201228-5040-MCON,2020-12-28 14:41:54,2020-12-28 14:45:29,2020-12-28 20:02:33,Tunde,Victor,Email,DELTA,M Connect,Customers End,215.0,317.06666666666666,Critical
AXA-20201226-5596-C100,2020-12-26 08:34:28,2020-12-26 08:34:33,2020-12-26 13:51:36,Bola,Victor,Social Media,BENUE,Cloud100,Customers End,5.0,317.05,Critical
AXA-20201208-2646-WiFi3,2020-12-08 15:32:20,2020-12-08 15:38:31,2020-12-08 20:55:34,Sekina,Victor,WebForm,BORNO,WiFI - 3,hardware failure,371.0,317.05,Critical
AXA-20201231-1883-C95,,2020-12-31 14:50:54,2020-12-31 20:07:56,Tunde,Victor,Social Media,LAGOS,Cloud95,Line damage,,317.03333333333336,Critical
AXA-20201211-4723-WiFi6,2020-12-11 09:52:22,2020-12-11 09:55:58,2020-12-11 15:12:45,Amelia,Kerry,WebForm,LAGOS,WiFI - 6,Not Specified,216.0,316.78333333333336,Critical
AXA-20201201-2858-WiFi3,2020-12-01 12:43:52,2020-12-01 12:51:27,2020-12-01 18:08:11,Jennifer,Kerry,Phone Call,OYO,WiFI - 3,Customers End,455.0,316.73333333333335,Critical
AXA-20201218-3786-CBS,2020-12-18 08:22:26,2020-12-18 08:29:39,2020-12-18 13:46:20,Atiku,Victor,WebForm,KWARA,Cloud-based services,Intrusions,433.0,316.68333333333334,Critical
AXA-20201226-4431-WiFi10,2020-12-26 09:34:59,2020-12-26 09:35:17,2020-12-26 14:51:58,Segun,Seun,Chatbot,ENUGU,WiFI - 10,hardware failure,18.0,316.68333333333334,Critical
AXA-20201222-3195-EVOICE,2020-12-22 13:51:43,2020-12-22 13:59:12,2020-12-22 19:15:51,Sekina,Victor,Email,NASARAWA,EVoice,Customers End,449.0,316.65,Critical
AXA-20201222-5649-VOICE,2020-12-22 12:07:59,2020-12-22 12:18:33,2020-12-22 17:35:07,Sola,Wale,Chatbot,NASARAWA,Voice,Line damage,634.0,316.56666666666666,Critical
AXA-20201228-5179-C95,2020-12-28 14:09:22,2020-12-28 14:10:37,2020-12-28 19:27:11,Sekina,Victor,Email,LAGOS,Cloud95,Customers End,75.0,316.56666666666666,Critical
AXA-20201202-4252-WiFi5,2020-12-02 10:45:06,2020-12-02 10:55:11,2020-12-02 16:11:43,Tunde,Victor,USSD,YOBE,WiFI - 5,hardware failure,605.0,316.53333333333336,Critical
AXA-20201201-4220-WiFi5,2020-12-01 15:52:35,2020-12-01 15:57:42,2020-12-01 21:14:03,Myers,Kerry,Email,DELTA,WiFI - 5,Customers End,307.0,316.35,Critical
AXA-20201204-5043-VOICE,2020-12-04 15:58:29,2020-12-04 16:06:00,2020-12-04 21:22:21,Segun,Seun,Social Media,BENUE,Voice,Customers End,451.0,316.35,Critical
AXA-20201222-3474-WiFi7,2020-12-22 14:52:17,2020-12-22 14:55:35,2020-12-22 20:11:54,Habeeb,Victor,Email,OYO,WiFI - 7,Routine Service,198.0,316.31666666666666,Critical
AXA-20201228-4598-ICS,2020-12-28 10:11:32,2020-12-28 10:19:15,2020-12-28 15:35:32,Paul,Seun,USSD,ABIA,Interconnection Services,Line damage,463.0,316.28333333333336,Critical
AXA-20201220-6093-WLESS,2020-12-20 10:59:39,2020-12-20 11:05:02,2020-12-20 16:21:18,Sekina,Victor,Email,IMO,Wireless,Routine Service,323.0,316.26666666666665,Critical
AXA-20201210-5027-WiFi11,2020-12-10 13:03:31,2020-12-10 13:12:55,2020-12-10 18:29:09,Atiku,Victor,USSD,SOKOTO,WiFI - 11,Line damage,564.0,316.23333333333335,Critical
AXA-20201203-3931-C95,2020-12-03 11:11:36,2020-12-03 11:12:51,2020-12-03 16:29:04,Jonathan,Kerry,Chatbot,TARABA,Cloud95,Support network failures,75.0,316.21666666666664,Critical
AXA-20201202-3585-EVOICE,2020-12-02 08:00:25,2020-12-02 08:05:10,2020-12-02 13:21:20,Bola,Victor,Chatbot,CROSS RIVER,EVoice,Customers End,285.0,316.1666666666667,Critical
AXA-20201206-3975-WiFi8,2020-12-06 12:28:46,2020-12-06 12:30:04,2020-12-06 17:46:12,John,Victor,Phone Call,KANO,WiFI - 8,Customers End,78.0,316.1333333333333,Critical
AXA-20201224-4040-ICS,2020-12-24 09:18:16,2020-12-24 09:22:37,2020-12-24 14:38:44,Jennifer,Kerry,USSD,IMO,Interconnection Services,Line damage,261.0,316.1166666666667,Critical
AXA-20201221-3399-HSE,2020-12-21 08:37:05,2020-12-21 08:47:15,2020-12-21 14:03:20,Brenda,Kerry,Email,SOKOTO,High speed Internet,Line damage,610.0,316.0833333333333,Critical
AXA-20201208-3464-WiFi8,2020-12-08 15:39:54,2020-12-08 15:47:20,2020-12-08 21:03:05,Habeeb,Victor,WebForm,YOBE,WiFI - 8,Line damage,446.0,315.75,Critical
AXA-20201206-6009-WLESS,2020-12-06 09:13:06,2020-12-06 09:18:49,2020-12-06 14:34:33,Bukky,Wale,Social Media,NIGER,Wireless,Line damage,343.0,315.73333333333335,Critical
AXA-20201211-3831-WiFi6,2020-12-11 14:42:36,2020-12-11 14:50:00,2020-12-11 20:05:43,Sekina,Victor,USSD,ZAMFARA,WiFI - 6,Customers End,444.0,315.71666666666664,Critical
AXA-20201218-5666-MCON,2020-12-18 14:08:30,2020-12-18 14:19:05,2020-12-18 19:34:45,Bola,Victor,Phone Call,ENUGU,M Connect,Customers End,635.0,315.6666666666667,Critical
AXA-20201214-4611-WiFi3,2020-12-14 11:26:28,2020-12-14 11:33:08,2020-12-14 16:48:45,Myers,Kerry,WebForm,DELTA,WiFI - 3,Line damage,400.0,315.6166666666667,Critical
AXA-20201229-1737-WLESS,,2020-12-29 16:45:41,2020-12-29 22:01:18,Atiku,Victor,Social Media,YOBE,Wireless,Customers End,,315.6166666666667,Critical
AXA-20201212-4412-WiFi11,2020-12-12 11:29:53,2020-12-12 11:36:07,2020-12-12 16:51:42,Kola,Wale,Email,DELTA,WiFI - 11,Not Specified,374.0,315.5833333333333,Critical
AXA-20201205-5095-WLESS,2020-12-05 08:40:34,2020-12-05 08:47:04,2020-12-05 14:02:38,Tunde,Victor,Phone Call,RIVERS,Wireless,Customers End,390.0,315.56666666666666,Critical
AXA-20201218-5587-HSE,2020-12-18 15:18:56,2020-12-18 15:22:31,2020-12-18 20:38:02,John,Victor,Social Media,OYO,High speed Internet,Line damage,215.0,315.51666666666665,Critical
AXA-20201203-4932-WLESS,2020-12-03 12:28:11,2020-12-03 12:35:41,2020-12-03 17:51:03,Mary,Wale,Email,EKITI,Wireless,Customers End,450.0,315.3666666666667,Critical
AXA-20201205-2626-ICS,2020-12-05 11:02:37,2020-12-05 11:12:14,2020-12-05 16:27:35,Habeeb,Victor,Phone Call,OGUN,Interconnection Services,Line damage,577.0,315.35,Critical
AXA-20201228-2169-WiFi4,2020-12-28 12:03:20,2020-12-28 12:10:25,2020-12-28 17:25:45,Brenda,Kerry,Email,OYO,WiFI - 4,Line damage,425.0,315.3333333333333,Critical
AXA-20201210-5301-WiFi8,2020-12-10 10:11:42,2020-12-10 10:19:55,2020-12-10 15:35:14,Bola,Victor,Social Media,DELTA,WiFI - 8,hardware failure,493.0,315.31666666666666,Critical
AXA-20201211-3323-WiFi7,2020-12-11 15:43:14,2020-12-11 15:50:26,2020-12-11 21:05:45,Kingsley,Kerry,WebForm,FCT ABUJA,WiFI - 7,Customers End,432.0,315.31666666666666,Critical
AXA-20201201-6012-EVOICE,2020-12-01 08:10:19,2020-12-01 08:16:59,2020-12-01 13:32:17,Goodluck,Kerry,Phone Call,ANAMBRA,EVoice,Routine Service,400.0,315.3,Critical
AXA-20201227-4964-ICS,2020-12-27 11:25:32,2020-12-27 11:36:20,2020-12-27 16:51:37,Tunde,Victor,Email,FCT ABUJA,Interconnection Services,Customers End,648.0,315.28333333333336,Critical
AXA-20201211-2746-WiFi5,2020-12-11 09:34:37,2020-12-11 09:34:46,2020-12-11 14:49:56,Habeeb,Victor,Phone Call,RIVERS,WiFI - 5,Customers End,9.0,315.1666666666667,Critical
AXA-20201221-4018-WiFi11,2020-12-21 09:49:21,2020-12-21 09:57:55,2020-12-21 15:13:01,Bukky,Wale,Phone Call,NASARAWA,WiFI - 11,Customers End,514.0,315.1,Critical
AXA-20201221-3164-WiFi9,2020-12-21 11:48:55,2020-12-21 11:54:39,2020-12-21 17:09:45,Sherifat,Victor,Email,ENUGU,WiFI - 9,Customers End,344.0,315.1,Critical
AXA-20201225-5033-MCON,2020-12-25 14:47:47,2020-12-25 14:56:23,2020-12-25 20:11:25,John,Victor,WebForm,LAGOS,M Connect,Customers End,516.0,315.03333333333336,Critical
AXA-20201202-4000-C95,2020-12-02 14:14:40,2020-12-02 14:22:18,2020-12-02 19:37:20,Jennifer,Kerry,USSD,RIVERS,Cloud95,Not Specified,458.0,315.03333333333336,Critical
AXA-20201215-3445-WiFi3,2020-12-15 09:10:35,2020-12-15 09:11:47,2020-12-15 14:26:49,Tunde,Victor,Phone Call,KANO,WiFI - 3,Customers End,72.0,315.03333333333336,Critical
AXA-20201210-3702-WiFi7,2020-12-10 11:15:42,2020-12-10 11:16:19,2020-12-10 16:30:57,Atiku,Victor,USSD,OGUN,WiFI - 7,Customers End,37.0,314.6333333333333,Critical
AXA-20201216-4354-MAC,2020-12-16 13:55:37,2020-12-16 14:06:01,2020-12-16 19:20:37,Sekina,Victor,Phone Call,CROSS RIVER,Metro Area Connect,Customers End,624.0,314.6,Critical
AXA-20201224-2817-C100,2020-12-24 09:44:36,2020-12-24 09:49:23,2020-12-24 15:03:56,Sherifat,Victor,USSD,OGUN,Cloud100,Customers End,287.0,314.55,Critical
AXA-20201223-4672-HSE,2020-12-23 12:15:10,2020-12-23 12:16:53,2020-12-23 17:31:26,Habeeb,Victor,Chatbot,OSUN,High speed Internet,Customers End,103.0,314.55,Critical
AXA-20201201-2615-WiFi8,2020-12-01 12:43:28,2020-12-01 12:45:07,2020-12-01 17:59:40,Kola,Wale,Chatbot,ABIA,WiFI - 8,Line damage,99.0,314.55,Critical
AXA-20201206-2999-WiFi8,2020-12-06 12:06:55,2020-12-06 12:16:18,2020-12-06 17:30:46,Myers,Kerry,Email,BORNO,WiFI - 8,Routine Service,563.0,314.46666666666664,Critical
AXA-20201224-3239-C95,2020-12-24 09:10:18,2020-12-24 09:20:30,2020-12-24 14:34:58,Habeeb,Victor,WebForm,ENUGU,Cloud95,Customers End,612.0,314.46666666666664,Critical
AXA-20201223-3209-HSE,2020-12-23 14:47:46,2020-12-23 14:55:05,2020-12-23 20:09:29,Kola,Wale,USSD,RIVERS,High speed Internet,Routine Service,439.0,314.4,Critical
AXA-20201231-1273-HSE,,2020-12-31 04:54:31,2020-12-31 10:08:52,Bola,Victor,Social Media,NIGER,High speed Internet,Line damage,,314.35,Critical
AXA-20201214-3899-WiFi8,2020-12-14 10:23:19,2020-12-14 10:26:58,2020-12-14 15:41:15,Sekina,Victor,Social Media,EKITI,WiFI - 8,Customers End,219.0,314.28333333333336,Critical
AXA-20201231-1361-WLESS,,2020-12-31 17:27:56,2020-12-31 22:42:13,Tunde,Victor,Social Media,ANAMBRA,Wireless,Routine Service,,314.28333333333336,Critical
AXA-20201226-3240-WiFi10,2020-12-26 15:52:23,2020-12-26 16:00:33,2020-12-26 21:14:47,Habeeb,Victor,USSD,EKITI,WiFI - 10,Customers End,490.0,314.23333333333335,Critical
AXA-20201205-2914-WiFi9,2020-12-05 13:57:59,2020-12-05 14:06:22,2020-12-05 19:20:36,Jonathan,Kerry,WebForm,NASARAWA,WiFI - 9,Routine Service,503.0,314.23333333333335,Critical
AXA-20201227-5081-C95,2020-12-27 09:14:50,2020-12-27 09:18:23,2020-12-27 14:32:35,Jennifer,Kerry,Social Media,KATSINA,Cloud95,Customers End,213.0,314.2,Critical
AXA-20201231-1624-HSE,,2020-12-31 15:58:15,2020-12-31 21:12:24,Bola,Victor,Social Media,ABIA,High speed Internet,Not Specified,,314.15,Critical
AXA-20201216-5613-WiFi8,2020-12-16 11:05:47,2020-12-16 11:07:35,2020-12-16 16:21:42,Paul,Seun,Chatbot,ONDO,WiFI - 8,Line damage,108.0,314.1166666666667,Critical
AXA-20201221-4346-MCON,2020-12-21 10:35:50,2020-12-21 10:37:26,2020-12-21 15:51:29,Ore,Seun,USSD,ADAMAWA,M Connect,Customers End,96.0,314.05,Critical
AXA-20201224-3277-HSE,2020-12-24 12:33:06,2020-12-24 12:35:21,2020-12-24 17:49:06,Jennifer,Kerry,Email,ENUGU,High speed Internet,Customers End,135.0,313.75,Critical
AXA-20201223-2579-CBS,2020-12-23 11:55:29,2020-12-23 11:56:58,2020-12-23 17:10:42,Sherifat,Victor,Social Media,BORNO,Cloud-based services,Routine Service,89.0,313.73333333333335,Critical
AXA-20201229-1868-CBS,,2020-12-29 17:18:28,2020-12-29 22:32:12,Atiku,Victor,Social Media,LAGOS,Cloud-based services,Router Failure,,313.73333333333335,Critical
AXA-20201205-3879-WiFi8,2020-12-05 11:04:35,2020-12-05 11:08:06,2020-12-05 16:21:40,John,Victor,USSD,SOKOTO,WiFI - 8,Customers End,211.0,313.56666666666666,Critical
AXA-20201205-2758-MCON,2020-12-05 15:17:42,2020-12-05 15:19:04,2020-12-05 20:32:37,Bola,Victor,Email,PLATEAU,M Connect,Not Specified,82.0,313.55,Critical
AXA-20201204-5760-WiFi10,2020-12-04 15:03:18,2020-12-04 15:10:37,2020-12-04 20:24:03,Jonathan,Kerry,Phone Call,ENUGU,WiFI - 10,Customers End,439.0,313.43333333333334,Critical
AXA-20201221-3836-WiFi10,2020-12-21 14:08:43,2020-12-21 14:17:05,2020-12-21 19:30:27,Tunde,Victor,Email,OGUN,WiFI - 10,Customers End,502.0,313.3666666666667,Critical
AXA-20201213-4671-WiFi4,2020-12-13 11:03:11,2020-12-13 11:10:19,2020-12-13 16:23:39,Fola,Wale,WebForm,ZAMFARA,WiFI - 4,Routine Service,428.0,313.3333333333333,Critical
AXA-20201230-1551-HSE,,2020-12-30 06:23:38,2020-12-30 11:36:57,Atiku,Victor,Social Media,EKITI,High speed Internet,Line damage,,313.31666666666666,Critical
